ID,Position,Department,quantity,Salary,year,month,date_mov,base,increase_index,budget_value
10070,Production Technician I,Production       ,1,55722.0,2024,July,,HC,1.1673288,5420.49128
10070,Production Technician I,Production       ,1,55722.0,2024,June,,HC,1.1673288,5420.49128
10070,Production Technician I,Production       ,1,55722.0,2024,May,,HC,1.1673288,5420.49128
10070,Production Technician I,Production       ,1,55722.0,2024,April,,HC,1.14444,5314.20714
10070,Production Technician I,Production       ,1,55722.0,2024,March,,HC,1.0404,4831.0974
10070,Production Technician I,Production       ,1,55722.0,2024,February,,HC,1.02,4736.37
10070,Production Technician I,Production       ,1,55722.0,2024,January,,HC,1.02,4736.37
10070,Production Technician I,Production       ,1,55722.0,2023,December,,HC,1.02,4736.37
10070,Production Technician I,Production       ,1,55722.0,2023,November,,HC,1.02,4736.37
10070,Production Technician I,Production       ,1,55722.0,2023,October,,HC,1.0,4643.5
10070,Production Technician I,Production       ,1,55722.0,2023,September,,HC,1.0,4643.5
10155,Software Engineer,Software Engineering,1,101199.0,2024,December,,HC,1.22569524,10336.59438
10155,Software Engineer,Software Engineering,1,101199.0,2024,November,,HC,1.22569524,10336.59438
10155,Software Engineer,Software Engineering,1,101199.0,2024,October,,HC,1.22569524,10336.59438
10155,Software Engineer,Software Engineering,1,101199.0,2024,September,,HC,1.1673288,9844.3756
10155,Software Engineer,Software Engineering,1,101199.0,2024,August,,HC,1.1673288,9844.3756
10155,Software Engineer,Software Engineering,1,101199.0,2024,July,,HC,1.1673288,9844.3756
10155,Software Engineer,Software Engineering,1,101199.0,2024,June,,HC,1.1673288,9844.3756
10155,Software Engineer,Software Engineering,1,101199.0,2024,May,,HC,1.1673288,9844.3756
10155,Software Engineer,Software Engineering,1,101199.0,2024,April,,HC,1.14444,9651.34863
10155,Software Engineer,Software Engineering,1,101199.0,2024,March,,HC,1.0404,8773.9533
10155,Software Engineer,Software Engineering,1,101199.0,2024,February,,HC,1.02,8601.915
10155,Software Engineer,Software Engineering,1,101199.0,2024,January,,HC,1.02,8601.915
10155,Software Engineer,Software Engineering,1,101199.0,2023,December,,HC,1.02,8601.915
10155,Software Engineer,Software Engineering,1,101199.0,2023,November,,HC,1.02,8601.915
10155,Software Engineer,Software Engineering,1,101199.0,2023,October,,HC,1.0,8433.25
10155,Software Engineer,Software Engineering,1,101199.0,2023,September,,HC,1.0,8433.25
10306,Area Sales Manager,Sales,1,61568.0,2024,December,,HC,1.22569524,6288.63371
10306,Area Sales Manager,Sales,1,61568.0,2024,November,,HC,1.22569524,6288.63371
10306,Area Sales Manager,Sales,1,61568.0,2024,October,,HC,1.22569524,6288.63371
10306,Area Sales Manager,Sales,1,61568.0,2024,September,,HC,1.1673288,5989.17496
10306,Area Sales Manager,Sales,1,61568.0,2024,August,,HC,1.1673288,5989.17496
10306,Area Sales Manager,Sales,1,61568.0,2024,July,,HC,1.1673288,5989.17496
10306,Area Sales Manager,Sales,1,61568.0,2024,June,,HC,1.1673288,5989.17496
10306,Area Sales Manager,Sales,1,61568.0,2024,May,,HC,1.1673288,5989.17496
10306,Area Sales Manager,Sales,1,61568.0,2024,April,,HC,1.14444,5871.74016
10306,Area Sales Manager,Sales,1,61568.0,2024,March,,HC,1.0404,5337.9456
10306,Area Sales Manager,Sales,1,61568.0,2024,February,,HC,1.02,5233.28
10306,Area Sales Manager,Sales,1,61568.0,2024,January,,HC,1.02,5233.28
10306,Area Sales Manager,Sales,1,61568.0,2023,December,,HC,1.02,5233.28
10306,Area Sales Manager,Sales,1,61568.0,2023,November,,HC,1.02,5233.28
10306,Area Sales Manager,Sales,1,61568.0,2023,October,,HC,1.0,5130.66667
10306,Area Sales Manager,Sales,1,61568.0,2023,September,,HC,1.0,5130.66667
10100,Production Technician II,Production       ,1,58275.0,2024,December,,HC,1.22569524,5952.28251
10100,Production Technician II,Production       ,1,58275.0,2024,November,,HC,1.22569524,5952.28251
10100,Production Technician II,Production       ,1,58275.0,2024,October,,HC,1.22569524,5952.28251
10100,Production Technician II,Production       ,1,58275.0,2024,September,,HC,1.1673288,5668.84049
10100,Production Technician II,Production       ,1,58275.0,2024,August,,HC,1.1673288,5668.84049
10100,Production Technician II,Production       ,1,58275.0,2024,July,,HC,1.1673288,5668.84049
10100,Production Technician II,Production       ,1,58275.0,2024,June,,HC,1.1673288,5668.84049
10100,Production Technician II,Production       ,1,58275.0,2024,May,,HC,1.1673288,5668.84049
10100,Production Technician II,Production       ,1,58275.0,2024,April,,HC,1.14444,5557.68675
10100,Production Technician II,Production       ,1,58275.0,2024,March,,HC,1.0404,5052.4425
10100,Production Technician II,Production       ,1,58275.0,2024,February,,HC,1.02,4953.375
10100,Production Technician II,Production       ,1,58275.0,2024,January,,HC,1.02,4953.375
10100,Production Technician II,Production       ,1,58275.0,2023,December,,HC,1.02,4953.375
10100,Production Technician II,Production       ,1,58275.0,2023,November,,HC,1.02,4953.375
10100,Production Technician II,Production       ,1,58275.0,2023,October,,HC,1.0,4856.25
10100,Production Technician II,Production       ,1,58275.0,2023,September,,HC,1.0,4856.25
10310,Production Technician I,Production       ,1,53189.0,2024,December,,HC,1.22569524,5432.79201
10310,Production Technician I,Production       ,1,53189.0,2024,November,,HC,1.22569524,5432.79201
10310,Production Technician I,Production       ,1,53189.0,2024,October,,HC,1.22569524,5432.79201
10310,Production Technician I,Production       ,1,53189.0,2024,September,,HC,1.1673288,5174.08763
10310,Production Technician I,Production       ,1,53189.0,2024,August,,HC,1.1673288,5174.08763
10310,Production Technician I,Production       ,1,53189.0,2024,July,,HC,1.1673288,5174.08763
10310,Production Technician I,Production       ,1,53189.0,2024,June,,HC,1.1673288,5174.08763
10310,Production Technician I,Production       ,1,53189.0,2024,May,,HC,1.1673288,5174.08763
10310,Production Technician I,Production       ,1,53189.0,2024,April,,HC,1.14444,5072.63493
10310,Production Technician I,Production       ,1,53189.0,2024,March,,HC,1.0404,4611.4863
10310,Production Technician I,Production       ,1,53189.0,2024,February,,HC,1.02,4521.065
10310,Production Technician I,Production       ,1,53189.0,2024,January,,HC,1.02,4521.065
10310,Production Technician I,Production       ,1,53189.0,2023,December,,HC,1.02,4521.065
10310,Production Technician I,Production       ,1,53189.0,2023,November,,HC,1.02,4521.065
10310,Production Technician I,Production       ,1,53189.0,2023,October,,HC,1.0,4432.41667
10310,Production Technician I,Production       ,1,53189.0,2023,September,,HC,1.0,4432.41667
10197,BI Developer,IT/IS,1,96820.0,2024,December,,HC,1.22569524,9889.31776
10197,BI Developer,IT/IS,1,96820.0,2024,November,,HC,1.22569524,9889.31776
10197,BI Developer,IT/IS,1,96820.0,2024,October,,HC,1.22569524,9889.31776
10197,BI Developer,IT/IS,1,96820.0,2024,September,,HC,1.1673288,9418.39787
10197,BI Developer,IT/IS,1,96820.0,2024,August,,HC,1.1673288,9418.39787
10197,BI Developer,IT/IS,1,96820.0,2024,July,,HC,1.1673288,9418.39787
10197,BI Developer,IT/IS,1,96820.0,2024,June,,HC,1.1673288,9418.39787
10197,BI Developer,IT/IS,1,96820.0,2024,May,,HC,1.1673288,9418.39787
10197,BI Developer,IT/IS,1,96820.0,2024,April,,HC,1.14444,9233.7234
10197,BI Developer,IT/IS,1,96820.0,2024,March,,HC,1.0404,8394.294
10197,BI Developer,IT/IS,1,96820.0,2024,February,,HC,1.02,8229.7
10197,BI Developer,IT/IS,1,96820.0,2024,January,,HC,1.02,8229.7
10197,BI Developer,IT/IS,1,96820.0,2023,December,,HC,1.02,8229.7
10197,BI Developer,IT/IS,1,96820.0,2023,November,,HC,1.02,8229.7
10197,BI Developer,IT/IS,1,96820.0,2023,October,,HC,1.0,8068.33333
10197,BI Developer,IT/IS,1,96820.0,2023,September,,HC,1.0,8068.33333
10276,Production Technician I,Production       ,1,51259.0,2024,December,,HC,1.22569524,5235.65936
10276,Production Technician I,Production       ,1,51259.0,2024,November,,HC,1.22569524,5235.65936
10276,Production Technician I,Production       ,1,51259.0,2024,October,,HC,1.22569524,5235.65936
10276,Production Technician I,Production       ,1,51259.0,2024,September,,HC,1.1673288,4986.34225
10276,Production Technician I,Production       ,1,51259.0,2024,August,,HC,1.1673288,4986.34225
10276,Production Technician I,Production       ,1,51259.0,2024,July,,HC,1.1673288,4986.34225
10276,Production Technician I,Production       ,1,51259.0,2024,June,,HC,1.1673288,4986.34225
10276,Production Technician I,Production       ,1,51259.0,2024,May,,HC,1.1673288,4986.34225
10276,Production Technician I,Production       ,1,51259.0,2024,April,,HC,1.14444,4888.57083
10276,Production Technician I,Production       ,1,51259.0,2024,March,,HC,1.0404,4444.1553
10276,Production Technician I,Production       ,1,51259.0,2024,February,,HC,1.02,4357.015
10276,Production Technician I,Production       ,1,51259.0,2024,January,,HC,1.02,4357.015
10276,Production Technician I,Production       ,1,51259.0,2023,December,,HC,1.02,4357.015
10276,Production Technician I,Production       ,1,51259.0,2023,November,,HC,1.02,4357.015
10276,Production Technician I,Production       ,1,51259.0,2023,October,,HC,1.0,4271.58333
10276,Production Technician I,Production       ,1,51259.0,2023,September,,HC,1.0,4271.58333
10304,Area Sales Manager,Sales,1,59231.0,2024,December,,HC,1.22569524,6049.92956
10304,Area Sales Manager,Sales,1,59231.0,2024,November,,HC,1.22569524,6049.92956
10304,Area Sales Manager,Sales,1,59231.0,2024,October,,HC,1.22569524,6049.92956
10304,Area Sales Manager,Sales,1,59231.0,2024,September,,HC,1.1673288,5761.83768
10304,Area Sales Manager,Sales,1,59231.0,2024,August,,HC,1.1673288,5761.83768
10304,Area Sales Manager,Sales,1,59231.0,2024,July,,HC,1.1673288,5761.83768
10304,Area Sales Manager,Sales,1,59231.0,2024,June,,HC,1.1673288,5761.83768
10304,Area Sales Manager,Sales,1,59231.0,2024,May,,HC,1.1673288,5761.83768
10304,Area Sales Manager,Sales,1,59231.0,2024,April,,HC,1.14444,5648.86047
10304,Area Sales Manager,Sales,1,59231.0,2024,March,,HC,1.0404,5135.3277
10304,Area Sales Manager,Sales,1,59231.0,2024,February,,HC,1.02,5034.635
10304,Area Sales Manager,Sales,1,59231.0,2024,January,,HC,1.02,5034.635
10304,Area Sales Manager,Sales,1,59231.0,2023,December,,HC,1.02,5034.635
10304,Area Sales Manager,Sales,1,59231.0,2023,November,,HC,1.02,5034.635
10304,Area Sales Manager,Sales,1,59231.0,2023,October,,HC,1.0,4935.91667
10304,Area Sales Manager,Sales,1,59231.0,2023,September,,HC,1.0,4935.91667
10284,Production Technician I,Production       ,1,61584.0,2024,December,,HC,1.22569524,6290.26797
10284,Production Technician I,Production       ,1,61584.0,2024,November,,HC,1.22569524,6290.26797
10284,Production Technician I,Production       ,1,61584.0,2024,October,,HC,1.22569524,6290.26797
10284,Production Technician I,Production       ,1,61584.0,2024,September,,HC,1.1673288,5990.7314
10284,Production Technician I,Production       ,1,61584.0,2024,August,,HC,1.1673288,5990.7314
10284,Production Technician I,Production       ,1,61584.0,2024,July,,HC,1.1673288,5990.7314
10284,Production Technician I,Production       ,1,61584.0,2024,June,,HC,1.1673288,5990.7314
10284,Production Technician I,Production       ,1,61584.0,2024,May,,HC,1.1673288,5990.7314
10284,Production Technician I,Production       ,1,61584.0,2024,April,,HC,1.14444,5873.26608
10284,Production Technician I,Production       ,1,61584.0,2024,March,,HC,1.0404,5339.3328
10284,Production Technician I,Production       ,1,61584.0,2024,February,,HC,1.02,5234.64
10284,Production Technician I,Production       ,1,61584.0,2024,January,,HC,1.02,5234.64
10284,Production Technician I,Production       ,1,61584.0,2023,December,,HC,1.02,5234.64
10284,Production Technician I,Production       ,1,61584.0,2023,November,,HC,1.02,5234.64
10284,Production Technician I,Production       ,1,61584.0,2023,October,,HC,1.0,5132.0
10284,Production Technician I,Production       ,1,61584.0,2023,September,,HC,1.0,5132.0
10207,Production Technician I,Production       ,1,46335.0,2024,December,,HC,1.22569524,4732.71575
10207,Production Technician I,Production       ,1,46335.0,2024,November,,HC,1.22569524,4732.71575
10207,Production Technician I,Production       ,1,46335.0,2024,October,,HC,1.22569524,4732.71575
10207,Production Technician I,Production       ,1,46335.0,2024,September,,HC,1.1673288,4507.34833
10207,Production Technician I,Production       ,1,46335.0,2024,August,,HC,1.1673288,4507.34833
10207,Production Technician I,Production       ,1,46335.0,2024,July,,HC,1.1673288,4507.34833
10207,Production Technician I,Production       ,1,46335.0,2024,June,,HC,1.1673288,4507.34833
10207,Production Technician I,Production       ,1,46335.0,2024,May,,HC,1.1673288,4507.34833
10207,Production Technician I,Production       ,1,46335.0,2024,April,,HC,1.14444,4418.96895
10207,Production Technician I,Production       ,1,46335.0,2024,March,,HC,1.0404,4017.2445
10207,Production Technician I,Production       ,1,46335.0,2024,February,,HC,1.02,3938.475
10207,Production Technician I,Production       ,1,46335.0,2024,January,,HC,1.02,3938.475
10207,Production Technician I,Production       ,1,46335.0,2023,December,,HC,1.02,3938.475
10207,Production Technician I,Production       ,1,46335.0,2023,November,,HC,1.02,3938.475
10207,Production Technician I,Production       ,1,46335.0,2023,October,,HC,1.0,3861.25
10207,Production Technician I,Production       ,1,46335.0,2023,September,,HC,1.0,3861.25
10133,IT Support,IT/IS,1,70621.0,2024,December,,HC,1.22569524,7213.31863
10133,IT Support,IT/IS,1,70621.0,2024,November,,HC,1.22569524,7213.31863
10133,IT Support,IT/IS,1,70621.0,2024,October,,HC,1.22569524,7213.31863
10133,IT Support,IT/IS,1,70621.0,2024,September,,HC,1.1673288,6869.82727
10133,IT Support,IT/IS,1,70621.0,2024,August,,HC,1.1673288,6869.82727
10133,IT Support,IT/IS,1,70621.0,2024,July,,HC,1.1673288,6869.82727
10133,IT Support,IT/IS,1,70621.0,2024,June,,HC,1.1673288,6869.82727
10133,IT Support,IT/IS,1,70621.0,2024,May,,HC,1.1673288,6869.82727
10133,IT Support,IT/IS,1,70621.0,2024,April,,HC,1.14444,6735.12477
10133,IT Support,IT/IS,1,70621.0,2024,March,,HC,1.0404,6122.8407
10133,IT Support,IT/IS,1,70621.0,2024,February,,HC,1.02,6002.785
10133,IT Support,IT/IS,1,70621.0,2024,January,,HC,1.02,6002.785
10133,IT Support,IT/IS,1,70621.0,2023,December,,HC,1.02,6002.785
10133,IT Support,IT/IS,1,70621.0,2023,November,,HC,1.02,6002.785
10133,IT Support,IT/IS,1,70621.0,2023,October,,HC,1.0,5885.08333
10133,IT Support,IT/IS,1,70621.0,2023,September,,HC,1.0,5885.08333
10028,IT Manager - Support,IT/IS,1,138888.0,2024,December,,HC,1.22569524,14186.19671
10028,IT Manager - Support,IT/IS,1,138888.0,2024,November,,HC,1.22569524,14186.19671
10028,IT Manager - Support,IT/IS,1,138888.0,2024,October,,HC,1.22569524,14186.19671
10028,IT Manager - Support,IT/IS,1,138888.0,2024,September,,HC,1.1673288,13510.66353
10028,IT Manager - Support,IT/IS,1,138888.0,2024,August,,HC,1.1673288,13510.66353
10028,IT Manager - Support,IT/IS,1,138888.0,2024,July,,HC,1.1673288,13510.66353
10028,IT Manager - Support,IT/IS,1,138888.0,2024,June,,HC,1.1673288,13510.66353
10028,IT Manager - Support,IT/IS,1,138888.0,2024,May,,HC,1.1673288,13510.66353
10028,IT Manager - Support,IT/IS,1,138888.0,2024,April,,HC,1.14444,13245.74856
10028,IT Manager - Support,IT/IS,1,138888.0,2024,March,,HC,1.0404,12041.5896
10028,IT Manager - Support,IT/IS,1,138888.0,2024,February,,HC,1.02,11805.48
10028,IT Manager - Support,IT/IS,1,138888.0,2024,January,,HC,1.02,11805.48
10028,IT Manager - Support,IT/IS,1,138888.0,2023,December,,HC,1.02,11805.48
10028,IT Manager - Support,IT/IS,1,138888.0,2023,November,,HC,1.02,11805.48
10028,IT Manager - Support,IT/IS,1,138888.0,2023,October,,HC,1.0,11574.0
10028,IT Manager - Support,IT/IS,1,138888.0,2023,September,,HC,1.0,11574.0
10006,Area Sales Manager,Sales,1,74241.0,2024,December,,HC,1.22569524,7583.07003
10006,Area Sales Manager,Sales,1,74241.0,2024,November,,HC,1.22569524,7583.07003
10006,Area Sales Manager,Sales,1,74241.0,2024,October,,HC,1.22569524,7583.07003
10006,Area Sales Manager,Sales,1,74241.0,2024,September,,HC,1.1673288,7221.97145
10006,Area Sales Manager,Sales,1,74241.0,2024,August,,HC,1.1673288,7221.97145
10006,Area Sales Manager,Sales,1,74241.0,2024,July,,HC,1.1673288,7221.97145
10006,Area Sales Manager,Sales,1,74241.0,2024,June,,HC,1.1673288,7221.97145
10006,Area Sales Manager,Sales,1,74241.0,2024,May,,HC,1.1673288,7221.97145
10006,Area Sales Manager,Sales,1,74241.0,2024,April,,HC,1.14444,7080.36417
10006,Area Sales Manager,Sales,1,74241.0,2024,March,,HC,1.0404,6436.6947
10006,Area Sales Manager,Sales,1,74241.0,2024,February,,HC,1.02,6310.485
10006,Area Sales Manager,Sales,1,74241.0,2024,January,,HC,1.02,6310.485
10006,Area Sales Manager,Sales,1,74241.0,2023,December,,HC,1.02,6310.485
10006,Area Sales Manager,Sales,1,74241.0,2023,November,,HC,1.02,6310.485
10006,Area Sales Manager,Sales,1,74241.0,2023,October,,HC,1.0,6186.75
10006,Area Sales Manager,Sales,1,74241.0,2023,September,,HC,1.0,6186.75
10105,Production Manager,Production       ,1,75188.0,2024,December,,HC,1.22569524,7679.79781
10105,Production Manager,Production       ,1,75188.0,2024,November,,HC,1.22569524,7679.79781
10105,Production Manager,Production       ,1,75188.0,2024,October,,HC,1.22569524,7679.79781
10105,Production Manager,Production       ,1,75188.0,2024,September,,HC,1.1673288,7314.09315
10105,Production Manager,Production       ,1,75188.0,2024,August,,HC,1.1673288,7314.09315
10105,Production Manager,Production       ,1,75188.0,2024,July,,HC,1.1673288,7314.09315
10105,Production Manager,Production       ,1,75188.0,2024,June,,HC,1.1673288,7314.09315
10105,Production Manager,Production       ,1,75188.0,2024,May,,HC,1.1673288,7314.09315
10105,Production Manager,Production       ,1,75188.0,2024,April,,HC,1.14444,7170.67956
10105,Production Manager,Production       ,1,75188.0,2024,March,,HC,1.0404,6518.7996
10105,Production Manager,Production       ,1,75188.0,2024,February,,HC,1.02,6390.98
10105,Production Manager,Production       ,1,75188.0,2024,January,,HC,1.02,6390.98
10105,Production Manager,Production       ,1,75188.0,2023,December,,HC,1.02,6390.98
10105,Production Manager,Production       ,1,75188.0,2023,November,,HC,1.02,6390.98
10105,Production Manager,Production       ,1,75188.0,2023,October,,HC,1.0,6265.66667
10105,Production Manager,Production       ,1,75188.0,2023,September,,HC,1.0,6265.66667
10211,Production Technician I,Production       ,1,62514.0,2024,December,,HC,1.22569524,6385.25935
10211,Production Technician I,Production       ,1,62514.0,2024,November,,HC,1.22569524,6385.25935
10211,Production Technician I,Production       ,1,62514.0,2024,October,,HC,1.22569524,6385.25935
10211,Production Technician I,Production       ,1,62514.0,2024,September,,HC,1.1673288,6081.19938
10211,Production Technician I,Production       ,1,62514.0,2024,August,,HC,1.1673288,6081.19938
10211,Production Technician I,Production       ,1,62514.0,2024,July,,HC,1.1673288,6081.19938
10211,Production Technician I,Production       ,1,62514.0,2024,June,,HC,1.1673288,6081.19938
10211,Production Technician I,Production       ,1,62514.0,2024,May,,HC,1.1673288,6081.19938
10211,Production Technician I,Production       ,1,62514.0,2024,April,,HC,1.14444,5961.96018
10211,Production Technician I,Production       ,1,62514.0,2024,March,,HC,1.0404,5419.9638
10211,Production Technician I,Production       ,1,62514.0,2024,February,,HC,1.02,5313.69
10211,Production Technician I,Production       ,1,62514.0,2024,January,,HC,1.02,5313.69
10211,Production Technician I,Production       ,1,62514.0,2023,December,,HC,1.02,5313.69
10211,Production Technician I,Production       ,1,62514.0,2023,November,,HC,1.02,5313.69
10211,Production Technician I,Production       ,1,62514.0,2023,October,,HC,1.0,5209.5
10211,Production Technician I,Production       ,1,62514.0,2023,September,,HC,1.0,5209.5
10064,Production Technician I,Production       ,1,60070.0,2024,December,,HC,1.22569524,6135.62609
10064,Production Technician I,Production       ,1,60070.0,2024,November,,HC,1.22569524,6135.62609
10064,Production Technician I,Production       ,1,60070.0,2024,October,,HC,1.22569524,6135.62609
10064,Production Technician I,Production       ,1,60070.0,2024,September,,HC,1.1673288,5843.45342
10064,Production Technician I,Production       ,1,60070.0,2024,August,,HC,1.1673288,5843.45342
10064,Production Technician I,Production       ,1,60070.0,2024,July,,HC,1.1673288,5843.45342
10064,Production Technician I,Production       ,1,60070.0,2024,June,,HC,1.1673288,5843.45342
10064,Production Technician I,Production       ,1,60070.0,2024,May,,HC,1.1673288,5843.45342
10064,Production Technician I,Production       ,1,60070.0,2024,April,,HC,1.14444,5728.8759
10064,Production Technician I,Production       ,1,60070.0,2024,March,,HC,1.0404,5208.069
10064,Production Technician I,Production       ,1,60070.0,2024,February,,HC,1.02,5105.95
10064,Production Technician I,Production       ,1,60070.0,2024,January,,HC,1.02,5105.95
10064,Production Technician I,Production       ,1,60070.0,2023,December,,HC,1.02,5105.95
10064,Production Technician I,Production       ,1,60070.0,2023,November,,HC,1.02,5105.95
10064,Production Technician I,Production       ,1,60070.0,2023,October,,HC,1.0,5005.83333
10064,Production Technician I,Production       ,1,60070.0,2023,September,,HC,1.0,5005.83333
10247,Production Technician I,Production       ,1,48888.0,2024,December,,HC,1.22569524,4993.48241
10247,Production Technician I,Production       ,1,48888.0,2024,November,,HC,1.22569524,4993.48241
10247,Production Technician I,Production       ,1,48888.0,2024,October,,HC,1.22569524,4993.48241
10247,Production Technician I,Production       ,1,48888.0,2024,September,,HC,1.1673288,4755.69753
10247,Production Technician I,Production       ,1,48888.0,2024,August,,HC,1.1673288,4755.69753
10247,Production Technician I,Production       ,1,48888.0,2024,July,,HC,1.1673288,4755.69753
10247,Production Technician I,Production       ,1,48888.0,2024,June,,HC,1.1673288,4755.69753
10247,Production Technician I,Production       ,1,48888.0,2024,May,,HC,1.1673288,4755.69753
10247,Production Technician I,Production       ,1,48888.0,2024,April,,HC,1.14444,4662.44856
10247,Production Technician I,Production       ,1,48888.0,2024,March,,HC,1.0404,4238.5896
10247,Production Technician I,Production       ,1,48888.0,2024,February,,HC,1.02,4155.48
10247,Production Technician I,Production       ,1,48888.0,2024,January,,HC,1.02,4155.48
10247,Production Technician I,Production       ,1,48888.0,2023,December,,HC,1.02,4155.48
10247,Production Technician I,Production       ,1,48888.0,2023,November,,HC,1.02,4155.48
10247,Production Technician I,Production       ,1,48888.0,2023,October,,HC,1.0,4074.0
10247,Production Technician I,Production       ,1,48888.0,2023,September,,HC,1.0,4074.0
10235,Production Technician I,Production       ,1,54285.0,2024,December,,HC,1.22569524,5544.73884
10235,Production Technician I,Production       ,1,54285.0,2024,November,,HC,1.22569524,5544.73884
10235,Production Technician I,Production       ,1,54285.0,2024,October,,HC,1.22569524,5544.73884
10235,Production Technician I,Production       ,1,54285.0,2024,September,,HC,1.1673288,5280.70366
10235,Production Technician I,Production       ,1,54285.0,2024,August,,HC,1.1673288,5280.70366
10235,Production Technician I,Production       ,1,54285.0,2024,July,,HC,1.1673288,5280.70366
10235,Production Technician I,Production       ,1,54285.0,2024,June,,HC,1.1673288,5280.70366
10235,Production Technician I,Production       ,1,54285.0,2024,May,,HC,1.1673288,5280.70366
10235,Production Technician I,Production       ,1,54285.0,2024,April,,HC,1.14444,5177.16045
10235,Production Technician I,Production       ,1,54285.0,2024,March,,HC,1.0404,4706.5095
10235,Production Technician I,Production       ,1,54285.0,2024,February,,HC,1.02,4614.225
10235,Production Technician I,Production       ,1,54285.0,2024,January,,HC,1.02,4614.225
10235,Production Technician I,Production       ,1,54285.0,2023,December,,HC,1.02,4614.225
10235,Production Technician I,Production       ,1,54285.0,2023,November,,HC,1.02,4614.225
10235,Production Technician I,Production       ,1,54285.0,2023,October,,HC,1.0,4523.75
10235,Production Technician I,Production       ,1,54285.0,2023,September,,HC,1.0,4523.75
10299,Production Technician II,Production       ,1,56847.0,2024,December,,HC,1.22569524,5806.42478
10299,Production Technician II,Production       ,1,56847.0,2024,November,,HC,1.22569524,5806.42478
10299,Production Technician II,Production       ,1,56847.0,2024,October,,HC,1.22569524,5806.42478
10299,Production Technician II,Production       ,1,56847.0,2024,September,,HC,1.1673288,5529.92836
10299,Production Technician II,Production       ,1,56847.0,2024,August,,HC,1.1673288,5529.92836
10299,Production Technician II,Production       ,1,56847.0,2024,July,,HC,1.1673288,5529.92836
10299,Production Technician II,Production       ,1,56847.0,2024,June,,HC,1.1673288,5529.92836
10299,Production Technician II,Production       ,1,56847.0,2024,May,,HC,1.1673288,5529.92836
10299,Production Technician II,Production       ,1,56847.0,2024,April,,HC,1.14444,5421.49839
10299,Production Technician II,Production       ,1,56847.0,2024,March,,HC,1.0404,4928.6349
10299,Production Technician II,Production       ,1,56847.0,2024,February,,HC,1.02,4831.995
10299,Production Technician II,Production       ,1,56847.0,2024,January,,HC,1.02,4831.995
10299,Production Technician II,Production       ,1,56847.0,2023,December,,HC,1.02,4831.995
10299,Production Technician II,Production       ,1,56847.0,2023,November,,HC,1.02,4831.995
10299,Production Technician II,Production       ,1,56847.0,2023,October,,HC,1.0,4737.25
10299,Production Technician II,Production       ,1,56847.0,2023,September,,HC,1.0,4737.25
10280,Production Technician I,Production       ,1,60340.0,2024,December,,HC,1.22569524,6163.20423
10280,Production Technician I,Production       ,1,60340.0,2024,November,,HC,1.22569524,6163.20423
10280,Production Technician I,Production       ,1,60340.0,2024,October,,HC,1.22569524,6163.20423
10280,Production Technician I,Production       ,1,60340.0,2024,September,,HC,1.1673288,5869.71832
10280,Production Technician I,Production       ,1,60340.0,2024,August,,HC,1.1673288,5869.71832
10280,Production Technician I,Production       ,1,60340.0,2024,July,,HC,1.1673288,5869.71832
10280,Production Technician I,Production       ,1,60340.0,2024,June,,HC,1.1673288,5869.71832
10280,Production Technician I,Production       ,1,60340.0,2024,May,,HC,1.1673288,5869.71832
10280,Production Technician I,Production       ,1,60340.0,2024,April,,HC,1.14444,5754.6258
10280,Production Technician I,Production       ,1,60340.0,2024,March,,HC,1.0404,5231.478
10280,Production Technician I,Production       ,1,60340.0,2024,February,,HC,1.02,5128.9
10280,Production Technician I,Production       ,1,60340.0,2024,January,,HC,1.02,5128.9
10280,Production Technician I,Production       ,1,60340.0,2023,December,,HC,1.02,5128.9
10280,Production Technician I,Production       ,1,60340.0,2023,November,,HC,1.02,5128.9
10280,Production Technician I,Production       ,1,60340.0,2023,October,,HC,1.0,5028.33333
10280,Production Technician I,Production       ,1,60340.0,2023,September,,HC,1.0,5028.33333
10296,Production Technician I,Production       ,1,59124.0,2024,December,,HC,1.22569524,6039.00045
10296,Production Technician I,Production       ,1,59124.0,2024,November,,HC,1.22569524,6039.00045
10296,Production Technician I,Production       ,1,59124.0,2024,October,,HC,1.22569524,6039.00045
10296,Production Technician I,Production       ,1,59124.0,2024,September,,HC,1.1673288,5751.429
10296,Production Technician I,Production       ,1,59124.0,2024,August,,HC,1.1673288,5751.429
10296,Production Technician I,Production       ,1,59124.0,2024,July,,HC,1.1673288,5751.429
10296,Production Technician I,Production       ,1,59124.0,2024,June,,HC,1.1673288,5751.429
10296,Production Technician I,Production       ,1,59124.0,2024,May,,HC,1.1673288,5751.429
10296,Production Technician I,Production       ,1,59124.0,2024,April,,HC,1.14444,5638.65588
10296,Production Technician I,Production       ,1,59124.0,2024,March,,HC,1.0404,5126.0508
10296,Production Technician I,Production       ,1,59124.0,2024,February,,HC,1.02,5025.54
10296,Production Technician I,Production       ,1,59124.0,2024,January,,HC,1.02,5025.54
10296,Production Technician I,Production       ,1,59124.0,2023,December,,HC,1.02,5025.54
10296,Production Technician I,Production       ,1,59124.0,2023,November,,HC,1.02,5025.54
10296,Production Technician I,Production       ,1,59124.0,2023,October,,HC,1.0,4927.0
10296,Production Technician I,Production       ,1,59124.0,2023,September,,HC,1.0,4927.0
